terrace	bedrooms	construction_year	date_month	date_year	date_year_month	floor	rooms	price_room	price_surface	price	surface	zip
yes	2.0	1995.0	7	2016	201607	up floor	2.0	195000.0	4309.39226519337	390000	90.5	85757
yes	2.0	1970.0	7	2016	201607	up floor	2.0	197500.0	4364.640883977901	395000	90.5	81245
yes	2.0	2005.0	7	2016	201607	ground floor	2.0	150000.0	3314.9171270718234	300000	90.5	81476
yes	2.0	1963.0	7	2016	201607	up floor	2.0	197500.0	4364.640883977901	395000	90.5	80807
yes	2.0	1968.0	7	2016	201607	up floor	2.0	170000.0	3756.9060773480664	340000	90.5	82008
yes	3.0	1967.0	7	2016	201607	up floor	2.0	199150.0	4401.1049723756905	398300	90.5	81541
yes	2.0	1974.0	7	2016	201607	up floor	2.0	197500.0	4364.640883977901	395000	90.5	80689
yes	3.0	1975.0	7	2016	201607	up floor	2.0	168750.0	3729.281767955801	337500	90.5	81829
yes	1.0	1975.8583638583639	7	2016	201607	up floor	2.0	182500.0	4033.1491712707184	365000	90.5	80995
yes	2.0	1989.0	7	2016	201607	ground floor	2.0	185000.0	4088.3977900552486	370000	90.5	81927
yes	2.0	1972.0	7	2016	201607	up floor	2.0	149500.0	3303.8674033149173	299000	90.5	81243
yes	2.0	1966.0	7	2016	201607	up floor	2.0	182500.0	4033.1491712707184	365000	90.5	81243
yes	3.0	1967.0	7	2016	201607	up floor	2.0	200000.0	4419.889502762431	400000	90.5	80935
yes	2.0	1978.0	7	2016	201607	up floor	2.0	194500.0	4298.342541436464	389000	90.5	81737
yes	2.0	1972.0	7	2016	201607	up floor	2.0	170000.0	3756.9060773480664	340000	90.5	85757
yes	2.0	1967.0	7	2016	201607	up floor	2.0	167500.0	3701.657458563536	335000	90.5	81475
yes	1.0	1967.0	7	2016	201607	up floor	2.0	194500.0	4298.342541436464	389000	90.5	80935
yes	1.0	1971.0	7	2016	201607	up floor	2.0	165000.0	3646.4088397790056	330000	90.5	81375
yes	1.0	1967.0	7	2016	201607	up floor	2.0	204500.0	4519.3370165745855	409000	90.5	81249
yes	1.0	1975.8583638583639	7	2016	201607	up floor	2.0	198500.0	4386.740331491713	397000	90.5	80937
yes	3.0	1995.0	7	2016	201607	up floor	2.0	175000.0	3867.403314917127	350000	90.5	81539
yes	2.0	1970.0	7	2016	201607	up floor	2.0	189750.0	4193.370165745856	379500	90.5	81673
yes	1.0	1965.0	7	2016	201607	up floor	2.0	159500.0	3524.8618784530386	319000	90.5	80993
yes	1.0	2002.0	7	2016	201607	up floor	2.0	146500.0	3237.5690607734805	293000	90.5	81539
yes	3.0	1941.0	7	2016	201607	up floor	4.0	104750.0	4629.834254143647	419000	90.5	81377
yes	2.0	1968.0	7	2016	201607	up floor	2.0	170000.0	3756.9060773480664	340000	90.5	81245
yes	3.0	1967.0	7	2016	201607	up floor	2.0	192900.0	4262.983425414364	385800	90.5	81541
yes	1.0	1983.0	7	2016	201607	up floor	2.0	150000.0	3314.9171270718234	300000	90.5	81737
yes	1.0	1972.0	7	2016	201607	up floor	2.0	200000.0	4419.889502762431	400000	90.5	81737
yes	2.0	1973.0	7	2016	201607	up floor	2.0	192500.0	4254.14364640884	385000	90.5	81737
yes	3.0	1967.0	7	2016	201607	up floor	2.0	167375.0	3698.8950276243095	334750	90.5	81539
yes	1.0	1963.0	7	2016	201607	up floor	2.0	199500.0	4408.839779005525	399000	90.5	80639
yes	2.0	1968.0	7	2016	201607	up floor	2.0	177500.0	3922.6519337016575	355000	90.5	81245
yes	1.0	1971.0	7	2016	201607	up floor	2.0	165000.0	3646.4088397790056	330000	90.5	81375
yes	2.0	1969.0	7	2016	201607	up floor	2.0	206000.0	4552.486187845304	412000	90.5	80939
yes	2.0	1969.0	7	2016	201607	ground floor	2.0	164000.0	3624.3093922651933	328000	90.5	85757
yes	3.0	1975.0	7	2016	201607	up floor	2.0	199000.0	4397.790055248619	398000	90.5	80935
yes	1.0	1964.0	7	2016	201607	up floor	2.0	192500.0	4254.14364640884	385000	90.5	81479
yes	1.0	1981.0	7	2016	201607	ground floor	2.0	210000.0	4640.883977900552	420000	90.5	81929
yes	1.0	1967.0	7	2016	201607	up floor	2.0	167500.0	3701.657458563536	335000	90.5	80935
yes	1.0	1966.0	7	2016	201607	up floor	2.0	157500.0	3480.6629834254145	315000	90.5	81379
yes	2.0	1972.0	7	2016	201607	up floor	2.0	207500.0	4585.635359116022	415000	90.5	80687
yes	3.0	1963.0	7	2016	201607	up floor	2.0	202500.0	4475.138121546961	405000	90.5	81475
yes	1.0	1986.0	7	2016	201607	up floor	2.0	182500.0	4033.1491712707184	365000	90.5	80939
yes	1.0	1979.0	7	2016	201607	up floor	2.0	137500.0	3038.6740331491715	275000	90.5	81373
yes	1.0	1982.0	7	2016	201607	up floor	2.0	199750.0	4414.364640883978	399500	90.5	80809
yes	2.0	1972.0	7	2016	201607	up floor	2.0	169500.0	3745.8563535911603	339000	90.5	81243
yes	2.0	1970.0	7	2016	201607	up floor	2.0	192500.0	4254.14364640884	385000	90.5	81241
yes	2.0	1975.0	7	2016	201607	up floor	3.0	109666.66666666667	3635.3591160220994	329000	90.5	81735
yes	2.0	1966.0	7	2016	201607	up floor	2.0	150000.0	3314.9171270718234	300000	90.5	81475
yes	1.0	2002.0	7	2016	201607	up floor	2.0	146500.0	3237.5690607734805	293000	90.5	81539
yes	2.0	1957.0	7	2016	201607	up floor	2.0	184000.0	4066.2983425414363	368000	90.5	81677
yes	2.0	1983.0	7	2016	201607	up floor	2.0	210000.0	4640.883977900552	420000	90.5	81241
yes	1.0	1968.0	7	2016	201607	up floor	2.0	178000.0	3933.7016574585637	356000	90.5	80686
yes	2.0	1942.0	7	2016	201607	ground floor	2.0	112400.0	2483.977900552486	224800	90.5	81377
yes	1.0	1988.0	7	2016	201607	up floor	2.0	180000.0	3977.9005524861877	360000	90.5	81739
yes	2.0	1967.0	7	2016	201607	up floor	2.0	184000.0	4066.2983425414363	368000	90.5	81243
yes	2.0	1975.0	7	2016	201607	up floor	2.0	157250.0	3475.1381215469614	314500	90.5	81829
yes	2.0	1965.0	7	2016	201607	up floor	2.0	160000.0	3535.9116022099447	320000	90.5	81927
yes	1.0	1983.0	7	2016	201607	ground floor	2.0	185000.0	4088.3977900552486	370000	90.5	81927
yes	2.0	1961.0	7	2016	201607	up floor	2.0	165000.0	3646.4088397790056	330000	90.5	81476
yes	1.0	1997.0	8	2016	201608	up floor	2.0	205000.0	4530.386740331492	410000	90.5	80939
yes	2.0	1972.0	8	2016	201608	up floor	2.0	149500.0	3303.8674033149173	299000	90.5	81243
yes	1.0	1983.0	8	2016	201608	up floor	2.0	191500.0	4232.044198895028	383000	90.5	81541
yes	1.0	1971.0	8	2016	201608	up floor	2.0	165000.0	3646.4088397790056	330000	90.5	81375
yes	2.0	2002.0	8	2016	201608	up floor	2.0	174500.0	3856.353591160221	349000	90.5	81377
yes	1.0	1961.0	8	2016	201608	up floor	2.0	160000.0	3535.9116022099447	320000	90.5	81675
yes	1.0	1962.0	8	2016	201608	up floor	2.0	173000.0	3823.204419889503	346000	90.5	81475
yes	2.0	1956.0	8	2016	201608	up floor	2.0	124500.0	2751.3812154696134	249000	90.5	81241
yes	1.0	1965.0	8	2016	201608	up floor	2.0	181500.0	4011.049723756906	363000	90.5	80689
yes	2.0	1973.0	8	2016	201608	up floor	3.0	121133.33333333333	4015.4696132596687	363400	90.5	81737
yes	1.0	1972.0	8	2016	201608	up floor	2.0	184500.0	4077.3480662983425	369000	90.5	80797
yes	1.0	2003.0	8	2016	201608	ground floor	2.0	140000.0	3093.9226519337017	280000	90.5	81827
yes	2.0	2014.0	8	2016	201608	up floor	2.0	194500.0	4298.342541436464	389000	90.5	81241
yes	2.0	1972.0	8	2016	201608	up floor	2.0	199500.0	4408.839779005525	399000	90.5	80687
yes	2.0	1996.0	8	2016	201608	ground floor	2.0	185000.0	4088.3977900552486	370000	90.5	80995
yes	1.0	1998.0	8	2016	201608	up floor	2.0	185000.0	4088.3977900552486	370000	90.5	81927
yes	2.0	1975.0	8	2016	201608	up floor	2.0	172500.0	3812.1546961325967	345000	90.5	81737
yes	1.0	2017.0	8	2016	201608	up floor	2.0	209750.0	4635.359116022099	419500	90.5	81827
yes	1.0	1975.0	8	2016	201608	up floor	2.0	185000.0	4088.3977900552486	370000	90.5	85757
yes	2.0	1995.0	8	2016	201608	up floor	2.0	197500.0	4364.640883977901	395000	90.5	82152
yes	3.0	1968.0	8	2016	201608	up floor	2.0	210000.0	4640.883977900552	420000	90.5	81927
yes	1.0	1984.0	8	2016	201608	up floor	2.0	200000.0	4419.889502762431	400000	90.5	81929
yes	2.0	1961.0	8	2016	201608	up floor	3.0	86000.0	2850.828729281768	258000	90.5	81737
yes	2.0	1975.8583638583639	8	2016	201608	up floor	2.0	195000.0	4309.39226519337	390000	90.5	80995
yes	1.0	1972.0	8	2016	201608	up floor	2.0	182500.0	4033.1491712707184	365000	90.5	80997
yes	1.0	1971.0	8	2016	201608	up floor	2.0	165000.0	3646.4088397790056	330000	90.5	81375
yes	1.0	2017.0	8	2016	201608	up floor	2.0	209750.0	4635.359116022099	419500	90.5	80999
yes	2.0	2001.0	8	2016	201608	up floor	2.0	198000.0	4375.690607734807	396000	90.5	80939
yes	1.0	1978.0	8	2016	201608	up floor	2.0	164000.0	3624.3093922651933	328000	90.5	81245
yes	2.0	1975.8583638583639	8	2016	201608	up floor	2.0	177500.0	3922.6519337016575	355000	90.5	81927
yes	2.0	2012.0	8	2016	201608	up floor	2.0	192000.0	4243.093922651934	384000	90.5	81829
yes	2.0	1972.0	8	2016	201608	up floor	2.0	199500.0	4408.839779005525	399000	90.5	81477
yes	1.0	1975.8583638583639	8	2016	201608	up floor	2.0	192500.0	4254.14364640884	385000	90.5	82152
yes	3.0	1967.0	8	2016	201608	up floor	2.0	192900.0	4262.983425414364	385800	90.5	81541
yes	1.0	1987.0	8	2016	201608	up floor	2.0	205000.0	4530.386740331492	410000	90.5	81379
yes	2.0	1970.0	8	2016	201608	up floor	2.0	200000.0	4419.889502762431	400000	90.5	80997
yes	2.0	1962.0	8	2016	201608	ground floor	2.0	172671.5	3815.9447513812156	345343	90.5	81925
yes	2.0	1962.0	8	2016	201608	up floor	2.0	172671.5	3815.9447513812156	345343	90.5	81925
yes	2.0	1972.0	8	2016	201608	up floor	2.0	149500.0	3303.8674033149173	299000	90.5	85757
yes	1.0	1975.8583638583639	8	2016	201608	up floor	2.0	209500.0	4629.834254143647	419000	90.5	81549
yes	2.0	1956.0	8	2016	201608	up floor	2.0	174500.0	3856.353591160221	349000	90.5	81671
yes	2.0	1957.0	8	2016	201608	up floor	2.0	157500.0	3480.6629834254145	315000	90.5	80997
yes	3.0	1969.0	8	2016	201608	ground floor	2.0	209500.0	4629.834254143647	419000	90.5	80939
yes	4.0	1960.0	8	2016	201608	up floor	2.0	165000.0	3646.4088397790056	330000	90.5	81737
yes	4.0	2003.0	8	2016	201608	up floor	2.0	0.0	0.0	0	90.5	81373
yes	1.0	1970.0	8	2016	201608	up floor	2.0	73000.0	1613.2596685082874	146000	90.5	81245
yes	3.0	1975.0	8	2016	201608	up floor	2.0	197500.0	4364.640883977901	395000	90.5	85757
yes	2.0	2006.0	8	2016	201608	up floor	2.0	199000.0	4397.790055248619	398000	90.5	81369
yes	2.0	1967.0	8	2016	201608	up floor	2.0	176500.0	3900.5524861878453	353000	90.5	80939
yes	3.0	1972.0	8	2016	201608	up floor	2.0	208500.0	4607.734806629835	417000	90.5	81737
yes	2.0	1967.0	8	2016	201608	up floor	3.0	126333.33333333333	4187.845303867403	379000	90.5	81927
yes	1.0	1969.0	8	2016	201608	up floor	2.0	189500.0	4187.845303867403	379000	90.5	81671
yes	1.0	1966.0	8	2016	201608	up floor	2.0	165000.0	3646.4088397790056	330000	90.5	81927
yes	2.0	1961.0	8	2016	201608	up floor	2.0	195000.0	4309.39226519337	390000	90.5	81475
yes	1.0	1967.0	8	2016	201608	up floor	2.0	204500.0	4519.3370165745855	409000	90.5	81249
yes	3.0	1964.0	8	2016	201608	up floor	2.0	209500.0	4629.834254143647	419000	90.5	80995
yes	3.0	1975.0	8	2016	201608	up floor	2.0	197500.0	4364.640883977901	395000	90.5	85757
yes	2.0	1979.0	8	2016	201608	up floor	3.0	133000.0	4408.839779005525	399000	90.5	81673
yes	1.0	1982.0	8	2016	201608	ground floor	2.0	199500.0	4408.839779005525	399000	90.5	81243
yes	1.0	1995.0	8	2016	201608	up floor	2.0	205000.0	4530.386740331492	410000	90.5	80939
yes	2.0	1960.0	8	2016	201608	up floor	2.0	139750.0	3088.3977900552486	279500	90.5	80807
yes	2.0	1970.0	8	2016	201608	up floor	2.0	192500.0	4254.14364640884	385000	90.5	81241
yes	1.0	1971.0	8	2016	201608	up floor	2.0	170000.0	3756.9060773480664	340000	90.5	81927
yes	2.0	1965.0	8	2016	201608	up floor	3.0	138333.33333333334	4585.635359116022	415000	90.5	80689
yes	1.0	1964.0	8	2016	201608	up floor	2.0	182500.0	4033.1491712707184	365000	90.5	81243
yes	2.0	1973.0	8	2016	201608	up floor	2.0	164000.0	3624.3093922651933	328000	90.5	81243
yes	2.0	1966.0	8	2016	201608	up floor	2.0	199500.0	4408.839779005525	399000	90.5	80995
yes	2.0	1966.0	8	2016	201608	up floor	2.0	162500.0	3591.160220994475	325000	90.5	80933
yes	1.0	1956.0	8	2016	201608	up floor	2.0	175000.0	3867.403314917127	350000	90.5	81671
yes	2.0	1973.0	8	2016	201608	up floor	3.0	121133.33333333333	4015.4696132596687	363400	90.5	81737
yes	1.0	1973.0	8	2016	201608	up floor	2.0	188550.0	4166.850828729282	377100	90.5	81737
yes	2.0	1973.0	8	2016	201608	up floor	3.0	120466.66666666667	3993.3701657458564	361400	90.5	81737
yes	1.0	1973.0	8	2016	201608	up floor	2.0	175000.0	3867.403314917127	350000	90.5	81735
yes	1.0	1975.8583638583639	8	2016	201608	ground floor	2.0	189500.0	4187.845303867403	379000	90.5	81475
yes	2.0	1968.0	9	2016	201609	up floor	3.0	87616.66666666667	2904.4198895027625	262850	90.5	81925
yes	1.0	1965.0	9	2016	201609	up floor	2.0	209500.0	4629.834254143647	419000	90.5	80995
yes	5.0	1989.0	9	2016	201609	up floor	2.0	199350.0	4405.524861878453	398700	90.5	85757
yes	2.0	1972.0	9	2016	201609	up floor	2.0	149500.0	3303.8674033149173	299000	90.5	85757
yes	2.0	1967.0	9	2016	201609	up floor	2.0	159500.0	3524.8618784530386	319000	90.5	81379
yes	2.0	2003.0	9	2016	201609	up floor	2.0	0.0	0.0	0	90.5	81373
yes	2.0	1969.0	9	2016	201609	up floor	2.0	210000.0	4640.883977900552	420000	90.5	81671
yes	2.0	1975.8583638583639	9	2016	201609	up floor	2.0	180000.0	3977.9005524861877	360000	90.5	81673
yes	2.0	1956.0	9	2016	201609	up floor	2.0	210000.0	4640.883977900552	420000	90.5	81667
yes	2.0	1989.0	9	2016	201609	up floor	2.0	210000.0	4640.883977900552	420000	90.5	81739
yes	1.0	1967.0	9	2016	201609	up floor	2.0	194250.0	4292.817679558011	388500	90.5	81927
yes	2.0	1968.0	9	2016	201609	up floor	2.0	157500.0	3480.6629834254145	315000	90.5	81245
yes	1.0	2017.0	9	2016	201609	up floor	2.0	209750.0	4635.359116022099	419500	90.5	81827
yes	2.0	1970.0	9	2016	201609	up floor	2.0	199000.0	4397.790055248619	398000	90.5	80993
yes	1.0	1975.8583638583639	9	2016	201609	up floor	2.0	172000.0	3801.1049723756905	344000	90.5	81927
yes	2.0	2006.0	9	2016	201609	up floor	2.0	167500.0	3701.657458563536	335000	90.5	81377
yes	1.0	1960.0	9	2016	201609	up floor	2.0	199500.0	4408.839779005525	399000	90.5	81369
yes	1.0	1983.0	9	2016	201609	up floor	2.0	191500.0	4232.044198895028	383000	90.5	81541
yes	3.0	1970.0	9	2016	201609	up floor	2.0	189000.0	4176.795580110497	378000	90.5	85757
yes	2.0	1966.0	9	2016	201609	up floor	2.0	163500.0	3613.259668508287	327000	90.5	82152
yes	2.0	1975.8583638583639	9	2016	201609	up floor	2.0	178500.0	3944.75138121547	357000	90.5	80687
yes	1.0	1988.0	9	2016	201609	up floor	2.0	172000.0	3801.1049723756905	344000	90.5	80939
yes	2.0	1970.0	9	2016	201609	ground floor	2.0	134500.0	2972.3756906077347	269000	90.5	81735
yes	2.0	1972.0	9	2016	201609	up floor	2.0	192500.0	4254.14364640884	385000	90.5	81243
yes	2.0	1996.0	9	2016	201609	up floor	2.0	184950.0	4087.292817679558	369900	90.5	81245
yes	2.0	1972.0	9	2016	201609	up floor	2.0	185000.0	4088.3977900552486	370000	90.5	80809
yes	2.0	1982.0	9	2016	201609	ground floor	2.0	199250.0	4403.314917127072	398500	90.5	81249
yes	1.0	1972.0	9	2016	201609	up floor	2.0	162500.0	3591.160220994475	325000	90.5	80637
yes	2.0	1967.0	9	2016	201609	up floor	2.0	149500.0	3303.8674033149173	299000	90.5	80687
yes	2.0	1960.0	9	2016	201609	up floor	2.0	164500.0	3635.3591160220994	329000	90.5	81476
yes	2.0	1972.0	9	2016	201609	up floor	2.0	188000.0	4154.696132596685	376000	90.5	81737
yes	1.0	1975.8583638583639	9	2016	201609	up floor	2.0	202500.0	4475.138121546961	405000	90.5	81475
yes	1.0	1967.0	9	2016	201609	up floor	2.0	185000.0	4088.3977900552486	370000	90.5	80689
yes	1.0	1900.0	9	2016	201609	up floor	2.0	156350.0	3455.24861878453	312700	90.5	81379
yes	2.0	1965.0	9	2016	201609	up floor	2.0	140000.0	3093.9226519337017	280000	90.5	81243
yes	2.0	1956.0	9	2016	201609	up floor	2.0	163500.0	3613.259668508287	327000	90.5	81677
yes	1.0	1971.0	9	2016	201609	up floor	2.0	170000.0	3756.9060773480664	340000	90.5	81927
yes	1.0	1982.0	9	2016	201609	up floor	2.0	195000.0	4309.39226519337	390000	90.5	81927
yes	2.0	1983.0	9	2016	201609	up floor	2.0	194500.0	4298.342541436464	389000	90.5	81241
yes	2.0	1964.0	9	2016	201609	up floor	2.0	182500.0	4033.1491712707184	365000	90.5	80993
yes	1.0	1967.0	9	2016	201609	up floor	2.0	179500.0	3966.8508287292816	359000	90.5	81549
yes	2.0	1974.0	9	2016	201609	up floor	2.0	174500.0	3856.353591160221	349000	90.5	80687
yes	2.0	2004.0	9	2016	201609	up floor	2.0	193000.0	4265.193370165746	386000	90.5	82152
yes	2.0	1984.0	9	2016	201609	up floor	2.0	195000.0	4309.39226519337	390000	90.5	81243
yes	2.0	1965.0	9	2016	201609	up floor	2.0	175000.0	3867.403314917127	350000	90.5	80933
yes	2.0	1997.0	9	2016	201609	up floor	2.0	199500.0	4408.839779005525	399000	90.5	81829
yes	1.0	1965.0	9	2016	201609	up floor	2.0	170000.0	3756.9060773480664	340000	90.5	80997
yes	2.0	1996.0	9	2016	201609	up floor	2.0	184950.0	4087.292817679558	369900	90.5	81245
yes	1.0	1966.0	9	2016	201609	up floor	2.0	169750.0	3751.3812154696134	339500	90.5	80933
yes	2.0	1968.0	9	2016	201609	up floor	2.0	149000.0	3292.817679558011	298000	90.5	82008
yes	1.0	2012.0	9	2016	201609	up floor	2.0	175000.0	3867.403314917127	350000	90.5	81737
yes	1.0	1962.0	9	2016	201609	up floor	2.0	205000.0	4530.386740331492	410000	90.5	81475
yes	1.0	2015.0	9	2016	201609	up floor	2.0	209000.0	4618.784530386741	418000	90.5	80797
yes	2.0	1968.0	9	2016	201609	up floor	2.0	155000.0	3425.414364640884	310000	90.5	81735
yes	1.0	1963.0	9	2016	201609	up floor	2.0	209000.0	4618.784530386741	418000	90.5	81476
yes	1.0	1963.0	9	2016	201609	up floor	2.0	209000.0	4618.784530386741	418000	90.5	81475
yes	1.0	1959.0	9	2016	201609	up floor	2.0	130000.0	2872.92817679558	260000	90.5	80997
yes	2.0	1967.0	9	2016	201609	up floor	2.0	180000.0	3977.9005524861877	360000	90.5	81927
yes	2.0	1967.0	9	2016	201609	up floor	2.0	180000.0	3977.9005524861877	360000	90.5	80935
yes	2.0	1963.0	9	2016	201609	up floor	3.0	123000.0	4077.3480662983425	369000	90.5	81673
yes	1.0	1973.0	9	2016	201609	up floor	2.0	164750.0	3640.8839779005525	329500	90.5	81737
yes	2.0	1973.0	9	2016	201609	up floor	3.0	113833.33333333333	3773.480662983425	341500	90.5	81737
yes	1.0	1973.0	9	2016	201609	up floor	2.0	184200.0	4070.718232044199	368400	90.5	81737
yes	2.0	1973.0	9	2016	201609	up floor	3.0	107400.0	3560.220994475138	322200	90.5	81737
yes	2.0	1973.0	9	2016	201609	up floor	3.0	117566.66666666667	3897.2375690607737	352700	90.5	81737
yes	1.0	1973.0	9	2016	201609	up floor	2.0	180150.0	3981.2154696132598	360300	90.5	81737
yes	1.0	1988.0	9	2016	201609	up floor	2.0	190000.0	4198.8950276243095	380000	90.5	81739
yes	1.0	1962.0	9	2016	201609	ground floor	2.0	207000.0	4574.585635359116	414000	90.5	80807
yes	2.0	2000.0	9	2016	201609	ground floor	2.0	197500.0	4364.640883977901	395000	90.5	81735
yes	2.0	1968.0	9	2016	201609	up floor	2.0	170000.0	3756.9060773480664	340000	90.5	81245
yes	2.0	1973.0	9	2016	201609	up floor	3.0	121133.33333333333	4015.4696132596687	363400	90.5	81737
yes	2.0	1970.0	9	2016	201609	ground floor	2.0	179500.0	3966.8508287292816	359000	90.5	85221
yes	2.0	1972.0	9	2016	201609	up floor	3.0	93000.0	3082.8729281767955	279000	90.5	82078
yes	2.0	1972.0	9	2016	201609	up floor	2.0	180000.0	3977.9005524861877	360000	90.5	82110
yes	2.0	1972.0	9	2016	201609	up floor	2.0	197500.0	4364.640883977901	395000	90.5	85521
yes	1.0	1975.8583638583639	9	2016	201609	up floor	2.0	210000.0	4640.883977900552	420000	90.5	85521
yes	2.0	1966.0	9	2016	201609	up floor	2.0	174500.0	3856.353591160221	349000	90.5	85221
yes	3.0	1974.0	9	2016	201609	ground floor	2.0	149500.0	3303.8674033149173	299000	90.5	85221
yes	2.0	1969.0	9	2016	201609	up floor	2.0	149350.0	3300.5524861878453	298700	90.5	82008
yes	3.0	1971.0	9	2016	201609	up floor	4.0	92250.0	4077.3480662983425	369000	90.5	85521
yes	2.0	1980.0	9	2016	201609	up floor	2.0	159000.0	3513.8121546961324	318000	90.5	82110
yes	2.0	1963.0	10	2016	201610	up floor	2.0	184500.0	4077.3480662983425	369000	90.5	80807
yes	1.0	1993.0	10	2016	201610	up floor	2.0	200000.0	4419.889502762431	400000	90.5	80992
yes	2.0	2000.0	10	2016	201610	up floor	2.0	179950.0	3976.795580110497	359900	90.5	80686
yes	3.0	1972.0	10	2016	201610	up floor	4.0	92250.0	4077.3480662983425	369000	90.5	82178
yes	1.0	1975.8583638583639	10	2016	201610	up floor	2.0	124250.0	2745.8563535911603	248500	90.5	82110
yes	1.0	1963.0	10	2016	201610	up floor	2.0	209000.0	4618.784530386741	418000	90.5	81475
yes	2.0	1997.0	10	2016	201610	up floor	2.0	162250.0	3585.6353591160223	324500	90.5	80993
yes	2.0	1966.0	10	2016	201610	up floor	2.0	142500.0	3149.171270718232	285000	90.5	82008
yes	1.0	1967.0	10	2016	201610	up floor	2.0	199500.0	4408.839779005525	399000	90.5	81241
yes	1.0	1983.0	10	2016	201610	up floor	2.0	191500.0	4232.044198895028	383000	90.5	81541
yes	1.0	1963.0	10	2016	201610	up floor	2.0	209000.0	4618.784530386741	418000	90.5	81476
yes	2.0	1956.0	10	2016	201610	up floor	2.0	195000.0	4309.39226519337	390000	90.5	81667
yes	2.0	1997.0	10	2016	201610	up floor	2.0	165000.0	3646.4088397790056	330000	90.5	81377
yes	1.0	1966.0	10	2016	201610	up floor	2.0	135000.0	2983.425414364641	270000	90.5	81475
yes	2.0	1971.0	10	2016	201610	up floor	2.0	170000.0	3756.9060773480664	340000	90.5	81243
yes	1.0	1965.0	10	2016	201610	up floor	2.0	175000.0	3867.403314917127	350000	90.5	80995
yes	1.0	1959.0	10	2016	201610	up floor	2.0	172500.0	3812.1546961325967	345000	90.5	81241
yes	2.0	1963.0	10	2016	201610	up floor	2.0	145000.0	3204.4198895027625	290000	90.5	81371
yes	1.0	1942.0	10	2016	201610	up floor	2.0	149500.0	3303.8674033149173	299000	90.5	81377
yes	1.0	1956.0	10	2016	201610	up floor	2.0	182500.0	4033.1491712707184	365000	90.5	81677
yes	1.0	1957.0	10	2016	201610	up floor	2.0	209500.0	4629.834254143647	419000	90.5	81677
yes	2.0	1967.0	10	2016	201610	up floor	2.0	205000.0	4530.386740331492	410000	90.5	81927
yes	2.0	1975.8583638583639	10	2016	201610	up floor	2.0	180000.0	3977.9005524861877	360000	90.5	81549
yes	1.0	1983.0	10	2016	201610	up floor	2.0	210000.0	4640.883977900552	420000	90.5	81927
yes	2.0	1988.0	10	2016	201610	up floor	2.0	161135.0	3560.9944751381217	322270	90.5	80939
yes	1.0	1972.0	10	2016	201610	up floor	2.0	143500.0	3171.270718232044	287000	90.5	81249
yes	3.0	1975.0	10	2016	201610	up floor	2.0	175250.0	3872.92817679558	350500	90.5	85609
yes	1.0	1980.0	10	2016	201610	up floor	2.0	153500.0	3392.265193370166	307000	90.5	82110
yes	3.0	1972.0	10	2016	201610	up floor	2.0	205000.0	4530.386740331492	410000	90.5	82008
yes	3.0	1963.0	10	2016	201610	up floor	2.0	199500.0	4408.839779005525	399000	90.5	82110
yes	1.0	1975.8583638583639	10	2016	201610	ground floor	2.0	160000.0	3535.9116022099447	320000	90.5	85540
yes	3.0	1972.0	10	2016	201610	up floor	2.0	99500.0	2198.8950276243095	199000	90.5	85716
yes	1.0	1972.0	10	2016	201610	up floor	2.0	209950.0	4639.7790055248615	419900	90.5	82024
yes	3.0	1968.0	10	2016	201610	up floor	2.0	209500.0	4629.834254143647	419000	90.5	81735
yes	3.0	1971.0	10	2016	201610	up floor	2.0	165000.0	3646.4088397790056	330000	90.5	81477
yes	4.0	2005.0	10	2016	201610	up floor	2.0	197500.0	4364.640883977901	395000	90.5	85540
yes	1.0	1974.0	10	2016	201610	up floor	2.0	112000.0	2475.1381215469614	224000	90.5	85221
yes	1.0	1975.8583638583639	10	2016	201610	up floor	2.0	198500.0	4386.740331491713	397000	90.5	81737
yes	1.0	1974.0	10	2016	201610	ground floor	2.0	112000.0	2475.1381215469614	224000	90.5	85221
yes	1.0	1975.8583638583639	10	2016	201610	up floor	2.0	149500.0	3303.8674033149173	299000	90.5	85221
yes	1.0	1962.0	10	2016	201610	up floor	2.0	161500.0	3569.060773480663	323000	90.5	85551
yes	3.0	1970.0	10	2016	201610	up floor	2.0	144500.0	3193.3701657458564	289000	90.5	82256
yes	3.0	1965.0	10	2016	201610	up floor	2.0	224500.0	4961.325966850829	449000	90.5	80995
yes	1.0	1965.0	10	2016	201610	up floor	2.0	249500.0	5513.812154696133	499000	90.5	80995
yes	3.0	1969.0	10	2016	201610	up floor	2.0	247500.0	5469.613259668508	495000	90.5	81249
yes	2.0	2005.0	10	2016	201610	up floor	2.0	227500.0	5027.624309392265	455000	90.5	81543
yes	1.0	1975.8583638583639	10	2016	201610	up floor	2.0	225000.0	4972.375690607735	450000	90.5	81827
yes	3.0	1962.0	10	2016	201610	up floor	2.0	240000.0	5303.867403314917	480000	90.5	81673
yes	3.0	1975.8583638583639	10	2016	201610	up floor	2.0	227500.0	5027.624309392265	455000	90.5	81673
yes	3.0	1975.8583638583639	10	2016	201610	up floor	2.0	227500.0	5027.624309392265	455000	90.5	81673
yes	3.0	1968.0	10	2016	201610	up floor	2.0	239500.0	5292.817679558011	479000	90.5	81735
yes	1.0	2006.0	10	2016	201610	up floor	2.0	224000.0	4950.276243093923	448000	90.5	85757
